Soil_Type,Temperature_C,Rainfall_mm,Humidity_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,pH,Crop_History,Recommended_Crop
Sandy Loam,21.7,86.7,73.1,33.7,60.0,33.6,6.44,Cotton,Groundnut
Loamy,16.5,55.6,61.4,96.3,59.5,27.1,6.14,Rice,Wheat
Red,30.7,110.7,51.5,17.4,39.3,33.5,6.43,Tomato,Groundnut
Silty,31.1,222.8,72.8,89.3,69.1,38.9,5.83,Mango,Rice
Silty,25.5,179.0,75.4,103.8,66.0,60.6,5.9,Rice,Sugarcane
Loamy,23.8,76.4,64.5,33.1,33.2,28.9,6.48,Soybean,Groundnut
Silty,27.2,260.9,79.3,112.8,30.5,45.9,5.09,Tomato,Rice
Clay,23.5,139.5,60.2,23.1,32.0,41.5,6.69,Cotton,Soybean
Sandy Loam,25.6,81.8,63.8,32.1,45.6,40.0,6.54,Tomato,Soybean
Loamy,22.0,177.8,88.3,94.9,43.8,79.8,5.85,Wheat,Sugarcane
Loamy,16.8,105.6,72.4,69.5,92.1,40.7,5.75,Tomato,Potato
Loamy,27.8,252.3,88.5,68.2,58.1,30.5,6.73,Cotton,Rice
Sandy Loam,20.7,56.2,66.6,12.8,33.0,27.4,6.25,Maize,Lentil
Loamy,40.1,119.0,55.3,59.9,44.3,23.7,7.76,Soybean,Cotton
Red,29.1,79.7,63.9,45.3,30.3,48.6,5.87,Sugarcane,Groundnut
Sandy Loam,19.8,80.8,47.7,29.4,40.0,30.5,6.29,Cotton,Lentil
Loamy,27.9,75.1,62.8,94.8,52.3,56.4,6.21,Mustard,Tomato
Silty,20.1,61.05,52.7,29.3,46.9,31.9,6.28,Rice,Lentil
Loamy,23.1,102.1,51.7,86.8,78.9,46.6,6.03,Maize,Wheat
Laterite,38.0,105.3,57.6,36.2,32.7,62.9,6.9,Wheat,Mango
Sandy Loam,27.6,73.2,38.8,45.4,43.9,37.9,7.58,Rice,Lentil
Sandy Loam,31.7,110.5,69.2,19.9,37.7,49.5,5.84,Lentil,Groundnut
Clay,15.6,60.2,38.3,76.5,33.7,19.4,6.13,Rice,Mustard
Loamy,10.2,69.9,50.3,45.3,39.9,31.3,7.32,Maize,Mustard
Clay,28.3,117.4,55.5,54.4,29.3,38.0,7.42,Tomato,Cotton
Clay,24.3,106.1,72.4,49.7,49.1,39.8,7.52,Cotton,Soybean
Clay,31.4,146.5,85.7,126.2,72.7,79.4,5.31,Groundnut,Sugarcane
Sandy Loam,18.9,83.9,75.1,94.4,55.3,41.7,6.47,Lentil,Tomato
Clay,31.5,100.8,67.4,57.4,52.6,22.3,5.99,Mustard,Soybean
Loamy,30.6,95.5,68.8,91.3,48.8,32.8,5.98,Wheat,Maize
Black,36.8,116.1,63.7,73.2,25.7,23.6,7.11,Wheat,Cotton
Loamy,36.2,78.6,64.7,82.9,44.5,38.7,7.84,Wheat,Cotton
Loamy,28.7,320.2,79.6,88.4,66.4,40.5,6.67,Potato,Rice
Silty,19.9,43.7,56.2,36.4,48.5,20.5,7.81,Soybean,Lentil
Sandy Loam,30.8,101.4,69.5,50.3,37.3,44.5,7.44,Maize,Soybean
Loamy,24.8,56.7,29.0,40.3,31.3,12.8,6.12,Cotton,Lentil
Loamy,26.9,139.8,69.7,128.5,39.5,52.1,5.71,Potato,Maize
Loamy,12.9,91.0,66.5,63.0,83.7,72.2,5.13,Soybean,Potato
Loamy,21.6,72.8,58.7,97.0,35.4,58.1,5.72,Sugarcane,Maize
Clay,27.7,122.4,84.3,136.3,56.95,51.8,7.28,Rice,Sugarcane
Loamy,26.8,93.6,63.5,76.1,17.0,56.0,5.73,Cotton,Mango
Clay,29.6,232.8,81.8,72.5,62.0,36.7,5.56,Groundnut,Rice
Sandy Loam,24.0,127.8,68.9,29.55,40.6,23.0,5.96,Maize,Groundnut
Loamy,30.1,132.9,65.5,20.2,31.0,24.8,6.63,Maize,Soybean
Loamy,31.3,59.4,64.4,103.1,60.3,63.2,5.41,Mustard,Tomato
Sandy Loam,28.9,69.0,69.5,33.2,41.7,46.1,6.53,Maize,Soybean
Silty,21.8,38.5,54.7,101.3,75.3,52.9,5.81,Soybean,Tomato
Silty,28.7,64.4,34.5,43.7,27.5,28.2,6.24,Tomato,Lentil
Sandy Loam,17.6,33.8,40.4,50.8,42.2,23.4,7.37,Potato,Mustard
Sandy Loam,20.2,43.8,54.9,60.4,65.2,68.4,6.58,Potato,Tomato
Loamy,19.9,34.7,55.1,33.1,36.8,15.9,7.15,Mustard,Lentil
Sandy Loam,24.1,154.4,75.3,101.0,34.9,29.2,6.36,Wheat,Maize
Silty,25.7,118.2,64.6,122.3,48.0,52.7,6.59,Tomato,Maize
Silty,36.6,209.3,76.8,113.4,56.95,52.5,7.19,Rice,Sugarcane
Silty,27.9,255.7,79.3,75.9,70.8,57.7,6.42,Soybean,Sugarcane
Sandy Loam,27.5,101.4,78.5,34.4,39.0,27.6,6.79,Groundnut,Soybean
Sandy Loam,23.2,50.7,53.5,61.3,47.5,28.6,6.34,Sugarcane,Mustard
Loamy,23.5,76.3,31.9,73.4,28.5,15.4,7.12,Mango,Mustard
Loamy,27.2,143.1,72.7,94.8,58.7,70.1,5.96,Wheat,Sugarcane
Loamy,27.8,72.0,72.9,27.5,50.2,34.1,7.0,Tomato,Groundnut
Loamy,23.1,235.4,83.6,123.3,59.4,61.5,6.02,Groundnut,Sugarcane
Silty,23.8,152.1,54.6,91.4,43.5,49.9,6.54,Wheat,Maize
Sandy Loam,15.1,81.0,54.6,53.6,34.1,23.7,7.22,Wheat,Mustard
Clay,22.5,168.8,74.1,153.9,49.8,78.1,7.22,Lentil,Sugarcane
Loamy,23.9,100.6,70.2,101.4,45.1,46.0,6.97,Sugarcane,Maize
Loamy,25.9,104.9,42.3,60.3,32.5,12.8,6.91,Mustard,Cotton
Sandy Loam,22.3,83.6,62.0,98.6,56.0,52.7,5.19,Soybean,Potato
Sandy Loam,25.3,115.9,68.4,95.8,52.3,25.9,7.07,Cotton,Maize
Sandy Loam,23.9,58.0,52.4,79.0,34.4,26.3,6.21,Mango,Mustard
Loamy,23.0,119.8,60.3,71.8,43.7,24.6,7.53,Soybean,Maize
Silty,35.7,175.0,79.6,69.8,31.4,50.7,5.13,Sugarcane,Rice
